date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:52:51	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.tempooficial.com.br/wp-content/uploads/elementor/thumbs/logomarcas-2-qfr40h10jfftcj7n4yo03r1i8toqjw3zb1yyqzeju0.png	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/uploads/elementor/thumbs/logomarcas-2-qfr40h10jfftcj7n4yo03r1i8toqjw3zb1yyqzeju0.48.delayed	(from https://www.tempooficial.com.br/)
19:52:53	16853/16853	---M--	200	added ('OK')	image/png	etag:%2241d5-60ac401300f66%22	https://www.tempooficial.com.br/wp-content/uploads/elementor/thumbs/logomarcas-2-qfr40h10jfftcj7n4yo03r1i8toqjw3zb1yyqzeju0.png	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/uploads/elementor/thumbs/logomarcas-2-qfr40h10jfftcj7n4yo03r1i8toqjw3zb1yyqzeju0.png	(from https://www.tempooficial.com.br/)
19:52:54	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.tempooficial.com.br/wp-content/uploads/elementor/thumbs/logomarcas-4-qfr40iwox3idzr4wtzh98qkfflfgzabfzb9xpjbrhk.png	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/uploads/elementor/thumbs/logomarcas-4-qfr40iwox3idzr4wtzh98qkfflfgzabfzb9xpjbrhk.4a.delayed	(from https://www.tempooficial.com.br/)
19:52:55	13817/13817	---M--	200	added ('OK')	image/png	etag:%2235f9-60ac401315788%22	https://www.tempooficial.com.br/wp-content/uploads/elementor/thumbs/logomarcas-4-qfr40iwox3idzr4wtzh98qkfflfgzabfzb9xpjbrhk.png	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/uploads/elementor/thumbs/logomarcas-4-qfr40iwox3idzr4wtzh98qkfflfgzabfzb9xpjbrhk.png	(from https://www.tempooficial.com.br/)
19:52:55	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.tempooficial.com.br/wp-content/uploads/elementor/thumbs/logomarcas-5-qfr40juj3xjobd3johvvt8bw0zau6zf6bfxf6tadbc.png	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/uploads/elementor/thumbs/logomarcas-5-qfr40juj3xjobd3johvvt8bw0zau6zf6bfxf6tadbc.4c.delayed	(from https://www.tempooficial.com.br/)
19:52:58	20063/20063	---M--	200	added ('OK')	image/png	etag:%224e5f-60ac401321309%22	https://www.tempooficial.com.br/wp-content/uploads/elementor/thumbs/logomarcas-5-qfr40juj3xjobd3johvvt8bw0zau6zf6bfxf6tadbc.png	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/uploads/elementor/thumbs/logomarcas-5-qfr40juj3xjobd3johvvt8bw0zau6zf6bfxf6tadbc.png	(from https://www.tempooficial.com.br/)
19:52:58	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.tempooficial.com.br/wp-content/uploads/elementor/thumbs/logomarcas-6-qfr40juj3xjobd3johvvt8bw0zau6zf6bfxf6tadbc.png	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/uploads/elementor/thumbs/logomarcas-6-qfr40juj3xjobd3johvvt8bw0zau6zf6bfxf6tadbc.4e.delayed	(from https://www.tempooficial.com.br/)
19:53:00	21723/21723	---M--	200	added ('OK')	image/png	etag:%2254db-60ac401329faa%22	https://www.tempooficial.com.br/wp-content/uploads/elementor/thumbs/logomarcas-6-qfr40juj3xjobd3johvvt8bw0zau6zf6bfxf6tadbc.png	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/uploads/elementor/thumbs/logomarcas-6-qfr40juj3xjobd3johvvt8bw0zau6zf6bfxf6tadbc.png	(from https://www.tempooficial.com.br/)
19:53:00	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.tempooficial.com.br/wp-content/uploads/2023/10/entidade.png	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/uploads/2023/10/entidade.50.delayed	(from https://www.tempooficial.com.br/)
19:53:02	35293/35293	---M--	200	added ('OK')	image/png	etag:%2289dd-608665a14f7c9%22	https://www.tempooficial.com.br/wp-content/uploads/2023/10/entidade.png	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/uploads/2023/10/entidade.png	(from https://www.tempooficial.com.br/)
19:53:02	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.tempooficial.com.br/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/elementor/assets/css/widget-icon-list.min.52.delayed	(from https://www.tempooficial.com.br/)
19:53:04	9921/9921	---M-Z	200	added ('OK')	text/css	etag:%2226c1-60863c1a1243b-gzip%22	https://www.tempooficial.com.br/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	(from https://www.tempooficial.com.br/)
19:53:04	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.tempooficial.com.br/wp-content/uploads/2023/10/associado.png	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/uploads/2023/10/associado.54.delayed	(from https://www.tempooficial.com.br/)
19:53:10	24970/24970	---M--	200	added ('OK')	image/png	etag:%22618a-608665a016fa8%22	https://www.tempooficial.com.br/wp-content/uploads/2023/10/associado.png	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/uploads/2023/10/associado.png	(from https://www.tempooficial.com.br/)
19:53:10	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.tempooficial.com.br/wp-content/plugins/elementor-pro/assets/css/widget-carousel.min.css	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/elementor-pro/assets/css/widget-carousel.min.56.delayed	(from https://www.tempooficial.com.br/)
19:53:11	32510/32510	---M-Z	200	added ('OK')	text/css	etag:%227efe-60863c3bbf9a1-gzip%22	https://www.tempooficial.com.br/wp-content/plugins/elementor-pro/assets/css/widget-carousel.min.css	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/elementor-pro/assets/css/widget-carousel.min.css	(from https://www.tempooficial.com.br/)
19:53:12	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.tempooficial.com.br/wp-content/uploads/2023/10/Logo-Tempo-Branca-1024x449.png	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/uploads/2023/10/Logo-Tempo-Branca-1024x449.58.delayed	(from https://www.tempooficial.com.br/)
19:53:14	41342/41342	---M--	200	added ('OK')	image/png	etag:%22a17e-60ae67f1d4fbb%22	https://www.tempooficial.com.br/wp-content/uploads/2023/10/Logo-Tempo-Branca-1024x449.png	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/uploads/2023/10/Logo-Tempo-Branca-1024x449.png	(from https://www.tempooficial.com.br/)
19:53:14	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.tempooficial.com.br/wp-content/uploads/2023/10/Selos-Site-2023.webp	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/uploads/2023/10/Selos-Site-2023.5a.delayed	(from https://www.tempooficial.com.br/)
19:53:16	45516/45516	---M--	200	added ('OK')	text/html	etag:%22b1cc-608669808e015%22	https://www.tempooficial.com.br/wp-content/uploads/2023/10/Selos-Site-2023.webp	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/uploads/2023/10/Selos-Site-2023.html	(from https://www.tempooficial.com.br/)
19:53:16	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.16.6	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/animations/animations.min.5cf92b.delayed	(from https://www.tempooficial.com.br/)
19:53:17	18468/18468	---M-Z	200	added ('OK')	text/css	etag:%224824-60863c1a327df-gzip%22	https://www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.16.6	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/animations/animations.minf92b.css	(from https://www.tempooficial.com.br/)
19:53:19	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.tempooficial.com.br/wp-content/plugins/click-to-chat-for-whatsapp/new/inc/assets/js/app.js?ver=4.9	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/click-to-chat-for-whatsapp/new/inc/assets/js/app.5e33a6.delayed	(from https://www.tempooficial.com.br/)
19:53:20	9349/9349	---M-Z	200	added ('OK')	text/javascript	etag:%222485-622a57282d448-gzip%22	https://www.tempooficial.com.br/wp-content/plugins/click-to-chat-for-whatsapp/new/inc/assets/js/app.js?ver=4.9	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/click-to-chat-for-whatsapp/new/inc/assets/js/app33a6.js	(from https://www.tempooficial.com.br/)
19:53:21	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.tempooficial.com.br/wp-content/themes/hello-elementor/assets/js/hello-frontend.min.js?ver=1.0.0	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/themes/hello-elementor/assets/js/hello-frontend.min.608a54.delayed	(from https://www.tempooficial.com.br/)
19:53:22	1827/1827	---M-Z	200	added ('OK')	text/javascript	etag:%22723-60861f514f634-gzip%22	https://www.tempooficial.com.br/wp-content/themes/hello-elementor/assets/js/hello-frontend.min.js?ver=1.0.0	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/themes/hello-elementor/assets/js/hello-frontend.min8a54.js	(from https://www.tempooficial.com.br/)
19:53:23	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.tempooficial.com.br/wp-content/plugins/happy-elementor-addons/assets/js/happy-addons.min.js?ver=3.9.0	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/happy-elementor-addons/assets/js/happy-addons.min.629086.delayed	(from https://www.tempooficial.com.br/)
19:53:24	41067/41067	---M-Z	200	added ('OK')	text/javascript	etag:%22a06b-60863d5080286-gzip%22	https://www.tempooficial.com.br/wp-content/plugins/happy-elementor-addons/assets/js/happy-addons.min.js?ver=3.9.0	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/happy-elementor-addons/assets/js/happy-addons.min9086.js	(from https://www.tempooficial.com.br/)
19:53:25	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.tempooficial.com.br/wp-content/plugins/happy-elementor-addons-pro/assets/js/happy-addons-pro.js?ver=2.9.0	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/happy-elementor-addons-pro/assets/js/happy-addons-pro.645b0a.delayed	(from https://www.tempooficial.com.br/)
19:53:26	152097/152097	---M-Z	200	added ('OK')	text/javascript	etag:%2225221-60863d7287536-gzip%22	https://www.tempooficial.com.br/wp-content/plugins/happy-elementor-addons-pro/assets/js/happy-addons-pro.js?ver=2.9.0	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/happy-elementor-addons-pro/assets/js/happy-addons-pro5b0a.js	(from https://www.tempooficial.com.br/)
19:53:27	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.tempooficial.com.br/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.min.js?ver=1.0.1	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.min.66f269.delayed	(from https://www.tempooficial.com.br/)
19:53:28	25202/25202	---M-Z	200	added ('OK')	text/javascript	etag:%226272-60863c3bce402-gzip%22	https://www.tempooficial.com.br/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.min.js?ver=1.0.1	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.minf269.js	(from https://www.tempooficial.com.br/)
19:53:29	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.tempooficial.com.br/wp-includes/js/imagesloaded.min.js?ver=5.0.0	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-includes/js/imagesloaded.min.68bb93.delayed	(from https://www.tempooficial.com.br/)
19:53:30	5520/5520	---M-Z	200	added ('OK')	text/javascript	etag:%221590-60998896f150b-gzip%22	https://www.tempooficial.com.br/wp-includes/js/imagesloaded.min.js?ver=5.0.0	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-includes/js/imagesloaded.minbb93.js	(from https://www.tempooficial.com.br/)
19:53:31	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.tempooficial.com.br/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min.js?ver=3.16.2	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min.6a6b60.delayed	(from https://www.tempooficial.com.br/)
19:53:33	5667/5667	---M-Z	200	added ('OK')	text/javascript	etag:%221623-60863c3bcb522-gzip%22	https://www.tempooficial.com.br/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min.js?ver=3.16.2	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min6b60.js	(from https://www.tempooficial.com.br/)
19:53:33	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.tempooficial.com.br/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.16.6	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/elementor/assets/js/webpack.runtime.min.6cf92b.delayed	(from https://www.tempooficial.com.br/)
19:53:35	4958/4958	---M-Z	200	added ('OK')	text/javascript	etag:%22135e-60863c1a3183f-gzip%22	https://www.tempooficial.com.br/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.16.6	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/elementor/assets/js/webpack.runtime.minf92b.js	(from https://www.tempooficial.com.br/)
19:53:35	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.tempooficial.com.br/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.16.6	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/elementor/assets/js/frontend-modules.min.6ef92b.delayed	(from https://www.tempooficial.com.br/)
19:53:38	56154/56154	---M-Z	200	added ('OK')	text/javascript	etag:%22db5a-60863c1a26c5d-gzip%22	https://www.tempooficial.com.br/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.16.6	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/elementor/assets/js/frontend-modules.minf92b.js	(from https://www.tempooficial.com.br/)
19:53:39	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.tempooficial.com.br/wp-includes/js/dist/hooks.min.js?ver=2810c76e705dd1a53b18	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-includes/js/dist/hooks.min.702757.delayed	(from https://www.tempooficial.com.br/)
19:53:40	4307/4307	---M-Z	200	added ('OK')	text/javascript	etag:%2210d3-61aa3b5162345-gzip%22	https://www.tempooficial.com.br/wp-includes/js/dist/hooks.min.js?ver=2810c76e705dd1a53b18	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-includes/js/dist/hooks.min2757.js	(from https://www.tempooficial.com.br/)
19:53:41	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.tempooficial.com.br/wp-includes/js/dist/i18n.min.js?ver=5e580eb46a90c2b997e6	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-includes/js/dist/i18n.min.72c33c.delayed	(from https://www.tempooficial.com.br/)
19:53:42	9141/9141	---M-Z	200	added ('OK')	text/javascript	etag:%2223b5-61aa3b5167165-gzip%22	https://www.tempooficial.com.br/wp-includes/js/dist/i18n.min.js?ver=5e580eb46a90c2b997e6	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-includes/js/dist/i18n.minc33c.js	(from https://www.tempooficial.com.br/)
19:53:42	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.tempooficial.com.br/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=3.16.2	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/elementor-pro/assets/js/frontend.min.746b60.delayed	(from https://www.tempooficial.com.br/)
19:53:44	24404/24404	---M-Z	200	added ('OK')	text/javascript	etag:%225f54-60863c3bc47c1-gzip%22	https://www.tempooficial.com.br/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=3.16.2	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/elementor-pro/assets/js/frontend.min6b60.js	(from https://www.tempooficial.com.br/)
19:53:45	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.7605da.delayed	(from https://www.tempooficial.com.br/)
19:53:46	12198/12198	---M-Z	200	added ('OK')	text/javascript	etag:%222fa6-60863c1a43181-gzip%22	https://www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://www.tempooficial.com.br/)
19:53:47	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.tempooficial.com.br/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-includes/js/jquery/ui/core.min.78b37e.delayed	(from https://www.tempooficial.com.br/)
19:53:48	21464/21464	---M-Z	200	added ('OK')	text/javascript	etag:%2253d8-622a56ae81aec-gzip%22	https://www.tempooficial.com.br/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-includes/js/jquery/ui/core.minb37e.js	(from https://www.tempooficial.com.br/)
19:53:49	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.tempooficial.com.br/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.16.6	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/elementor/assets/js/frontend.min.7af92b.delayed	(from https://www.tempooficial.com.br/)
19:53:50	40746/40746	---M-Z	200	added ('OK')	text/javascript	etag:%229f2a-60863c1a26c5d-gzip%22	https://www.tempooficial.com.br/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.16.6	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/elementor/assets/js/frontend.minf92b.js	(from https://www.tempooficial.com.br/)
19:53:51	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.tempooficial.com.br/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min.js?ver=3.16.2	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min.7c6b60.delayed	(from https://www.tempooficial.com.br/)
19:53:52	35399/35399	---M-Z	200	added ('OK')	text/javascript	etag:%228a47-60863c3bc3821-gzip%22	https://www.tempooficial.com.br/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min.js?ver=3.16.2	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min6b60.js	(from https://www.tempooficial.com.br/)
19:53:53	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.tempooficial.com.br/wp-includes/js/underscore.min.js?ver=1.13.4	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-includes/js/underscore.min.7ed584.delayed	(from https://www.tempooficial.com.br/)
19:53:54	18833/18833	---M-Z	200	added ('OK')	text/javascript	etag:%224991-5e9aa27ccd240-gzip%22	https://www.tempooficial.com.br/wp-includes/js/underscore.min.js?ver=1.13.4	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-includes/js/underscore.mind584.js	(from https://www.tempooficial.com.br/)
19:53:55	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.tempooficial.com.br/wp-includes/js/wp-util.min.js?ver=6.6.2	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-includes/js/wp-util.min.80109c.delayed	(from https://www.tempooficial.com.br/)
19:53:56	1426/1426	---M-Z	200	added ('OK')	text/javascript	etag:%22592-5e913c0b08e80-gzip%22	https://www.tempooficial.com.br/wp-includes/js/wp-util.min.js?ver=6.6.2	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-includes/js/wp-util.min109c.js	(from https://www.tempooficial.com.br/)
19:53:57	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.tempooficial.com.br/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.min.js?ver=1.8.6.4	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.min.8236c7.delayed	(from https://www.tempooficial.com.br/)
19:53:58	771/771	---M-Z	200	added ('OK')	text/javascript	etag:%22303-610e8d2d2dfdb-gzip%22	https://www.tempooficial.com.br/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.min.js?ver=1.8.6.4	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.min36c7.js	(from https://www.tempooficial.com.br/)
19:53:59	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.tempooficial.com.br/robots.txt		(from https://www.tempooficial.com.br/)
19:53:59	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.tempooficial.com.br/politica-de-privacidade/	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/politica-de-privacidade/index.html	(from https://www.tempooficial.com.br/)
19:54:02	214384/214384	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2234570-60863c1a3471f%22	https://www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.21.0	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons66e9.eot	(from https://www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.21.0)
19:54:03	94320/94320	---M--	200	added ('OK')	font/woff2	etag:%2217070-60863c1a356bf%22	https://www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.21.0	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons66e9.woff2	(from https://www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.21.0)
19:54:04	115892/115892	---M--	200	added ('OK')	font/woff	etag:%221c4b4-60863c1a356bf%22	https://www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?5.21.0	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons66e9.woff	(from https://www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.21.0)
19:54:06	214224/214224	---M--	200	added ('OK')	font/ttf	etag:%22344d0-60863c1a356bf%22	https://www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.21.0	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons66e9.ttf	(from https://www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.21.0)
19:54:08	322515/322515	---M--	200	added ('OK')	image/svg+xml	etag:%224ebd3-60863c1a356bf%22	https://www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?5.21.0	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons66e9.svg	(from https://www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.21.0)
19:54:09	134346/134346	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2220cca-60863c1a3c420%22	https://www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	(from https://www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.16.6)
19:54:10	134346/134346	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2220cca-60863c1a3c420%22	https://www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot?	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400d41d.eot	(from https://www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.16.6)
19:54:11	76764/76764	---M--	200	added ('OK')	font/woff2	etag:%2212bdc-60863c1a3e360%22	https://www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	(from https://www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.16.6)
19:54:14	90060/90060	---M--	200	added ('OK')	font/woff	etag:%2215fcc-60863c1a3d3c0%22	https://www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	(from https://www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.16.6)
19:54:16	134040/134040	---M--	200	added ('OK')	font/ttf	etag:%2220b98-60863c1a3d3c0%22	https://www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	(from https://www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.16.6)
19:54:18	747545/747545	---M--	200	added ('OK')	image/svg+xml	etag:%22b6819-60863c1a3d3c0%22	https://www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	(from https://www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.16.6)
